,Unnamed: 0,song_id,song_length,genre_ids,artist_name,composer,lyricist,language
22902,26593,5YdWNkNyTzUNjA/VZh0/n1Cen4T0tC4RCfd0RQIrzLI=,168968,['465'],['Bobby Vinton'],"['Peter Udell', ' Gary Geld']","['Peter Udell', ' Gary Geld']",52.0
22903,26594,lwi6XIV+kgbQX58ZsbXaqyfCPr7ZWte+oyJ0aagVJbU=,272807,['465'],['Kelly Clarkson'],"['Tim James', 'Antonina Armato', 'Joacim Persson', 'Ry Cuming', 'David Jost']","['Tim James', 'Antonina Armato', 'Joacim Persson', 'Ry Cuming', 'David Jost']",52.0
22904,26595,NXyJ14hexObAHgXTGVyXw7nn+XwFQafbe3xfCie5DWI=,192052,['465'],['Avril Lavigne'],"['Evan Taubenfeld', ' Matt Brann']",['Avril Lavigne'],52.0
22906,26597,GTkkoMeYKVhSzF0f0UjIgyrY4M0qtu4osnNvbuG8zR0=,228371,['465'],['Mariah Carey'],"['Mariah Carey', ' B. Margulies']","['Mariah Carey', ' B. Margulies']",52.0
22909,26600,3fuFKkEcpcd1oTqy6oJKVCOW8YCQ9/PLolX88vZHrak=,219230,['1259'],['Kid Ink'],"['Brian Todd Collins', 'Sterling Simms', 'Anderson Hernandez', 'Allen Ritter']","['Brian Todd Collins', 'Sterling Simms', 'Anderson Hernandez', 'Allen Ritter']",52.0
22911,26602,g7DhhdK9oHBjLKbKjwLIl2kvExOYHo7NltY3+2ZDL7s=,206638,['1011'],['Kenny Chesney'],"['Kenny Chesney', ' Ross Copperman', ' Shane McAnally', ' Jon Nite']","['Kenny Chesney', ' Ross Copperman', ' Shane McAnally', ' Jon Nite']",52.0
22912,26603,FvvzAfdDKd8tn2gBmJcSEkk3Q32ESBZtR3+fWRH4ASI=,229851,['1609'],['MAJOR LAZER'],"['Boaz van de Beatz', ' Diplo', ' Jr. Blender']","['A. Grande', ' B. De Jong', "" E. Yelich-O'Connor"", ' G. Doyle', ' K. Marie Ørsted', ' M. Montano', ' P. Meckeper', ' T. Pentz']",52.0
22915,26606,vdWXF34HIDYK539bbOVMKmYC9TVUa1FiB8Ws0x3NCM0=,225001,['921'],['Various Artists'],['MOON SUNG NAM'],['MOON SUNG NAM'],31.0
22922,26613,XlYzQNj2JGIPozpjqWuIZLKnyuHXGuXYMiiu9cDDLtg=,329755,['1616'],['Kav Verhouzer'],"['K. Vrielink', ' J. van der Voort', ' S. Van Donkelaar', ' J. Reesema', ' A. Krabman']","['K. Vrielink', ' J. van der Voort', ' S. Van Donkelaar', ' J. Reesema', ' A. Krabman']",52.0
22924,26615,nle4d5q5FDgVCYbjBZpfSlOyblYKCLTPOAj1ISD9+64=,217338,['359'],['Tegan And Sara'],"['Sara Quin', ' Tegan Quin']","['Sara Quin', ' Tegan Quin']",52.0
22939,26633,R12qpIeqRFbOcR/T5+jfWgkmRcPHOzyOQTS2EapCpfE=,222104,['465'],['George Michael'],['Joni Mitchell'],['Joni Mitchell'],52.0
22950,26645,PADj3/BckjmKGEY7l5H7Z5rXtMIwIo2GrKYDi39AQz8=,177632,['465'],['She & Him'],['Joseph Spampinato'],['Joseph Spampinato'],52.0
22951,26646,fr9MU64w1YlG9nzBZGrV+CuT/5+beIn3L1s6jIbU32s=,206508,"['139', '125', '109']",['Leon Bridges'],"['Todd Bridges', 'Austin Michael Jenkins', 'Joshua Block', 'Chris Vivion']",['Todd Bridges'],52.0
22956,26651,Md1yBFaZZbT/4trZyYMr7KOEoAJ/10bPhuxhrxc2VvA=,237447,['465'],['Avril Lavigne'],"['Avril Lavigne', ' Peter Zizzo']","['Avril Lavigne', ' Peter Zizzo']",52.0
22960,26655,Np7GoL0GBWQ7yZUDxVSuQ7ekBtH6342Qu6z8xWKMg5o=,296629,['2130'],['Buddy Guy'],"['Tom Hambridge', ' Richard Fleming']","['Tom Hambridge', ' Richard Fleming']",52.0
22963,26658,JzwDlLtMHLW9m+ZiKL10wFOJUvgO1C84BDKin/nH0JI=,223330,['465'],['Life of Dillon'],"['David Keiffer Johnston', ' Joseph Griffith', ' Thomas Griffith', ' Robert Griffith']","['David Keiffer Johnston', ' Joseph Griffith', ' Thomas Griffith', ' Robert Griffith']",52.0
22971,26667,A5eSdzdLEuc0c7b8Q/TlX7ewaauK/akq6RBr+knuIoA=,304961,['465'],['Ella Henderson'],"['Ella Henderson', ' Ryan Tedder', ' Noel Zancanella']","['Ella Henderson', ' Ryan Tedder', ' Noel Zancanella']",52.0
22973,26670,gH8oHO9X48sLCNI0EDeLvBE2dh9VuBtWEFLenm1Twb0=,255800,['1259'],['Kid Ink'],"['Brian Todd Collins', ' Leland Wayne', ' Gary Hill', ' Zihirr Mitchell', ' Jeffrey Williams']","['Brian Todd Collins', ' Leland Wayne', ' Gary Hill', ' Zihirr Mitchell', ' Jeffrey Williams']",52.0
22979,26683,IrcYXWDoGifIP3sL5mWKuvINMI2T1I0jz34Qp//MaVU=,296995,['1011'],['Dixie Chicks'],"['Maia Sharp', 'Randy Sharp']","['Maia Sharp', 'Randy Sharp']",-1.0
23040,26756,iA8muIZzspPLQQQn/DTTCzVCf+7PK+3Mv8kecOnBqvw=,184776,"['1616', '2058']",['Various Artists'],['Stefan Heil'],['Stefan Heil'],52.0
23058,26776,pS4ZmRxV2CeCgNvvXgmEClh0hgzd+eINhbjZO1OqpfE=,195001,['465'],['Tea Time'],['Salvadore Poe'],['Salvadore Poe'],52.0
23139,26870,3pBFRU+rWKQ2DilUWcW8/MZmbvq95700JmD0bT16vbw=,205844,['409'],['Les 3 mousquetaires'],"['Gary Fico', ' Tiery F', ' Damas Bruno']","['Lionel Florence', ' Patrice Guirao']",52.0
23230,26975,9fTxvemteLJwiFQ8dOoE6kQgP2IeSP4M++THMtsJOqo=,211853,['2022'],['John Mayer'],['John Mayer'],['John Mayer'],52.0
23231,26976,Bmj+IwjGGnbUyQ02jJpz5K+2vmxCOKfBqVd7ypu6OLo=,230435,['465'],['One Direction'],"['Harry Styles', 'Julian Bunetta', 'Jesse Shatkin', 'Louis Tomlinson', 'John Ryan', 'Jacob Kasher', 'Maureen Anne McDonald']","['Harry Styles', 'Julian Bunetta', 'Jesse Shatkin', 'Louis Tomlinson', 'John Ryan', 'Jacob Kasher', 'Maureen Anne McDonald']",52.0
23232,26977,3OaBmx9aS5Ci5xpRe3zrw9sukOrUZPgCVR5dK0ixwzY=,233936,['465'],['Little Mix'],"['Edvard Erfjord', ' Henrik Michelsen', ' Camille Purcell', ' Iain James', ' Anita Blay', ' Sean Paul Henriques']","['Edvard Erfjord', ' Henrik Michelsen', ' Camille Purcell', ' Iain James', ' Anita Blay', ' Sean Paul Henriques']",52.0
23235,26980,Gbl2fgBt87G1KoUpHuZSW9jcSISeR7NvDPKaST03YKY=,233334,['458'],['Easy Shen'],['Easy Shen'],['Easy Shen'],3.0
23236,26981,O7PUaO5CjTN8oLRhRcxc3ocNEqxkQln1s30Z4EEfpxo=,217129,"['275', '1572', '359']",['Menace Beach'],"['Liza Violet', ' Ryan Needham']","['Liza Violet', ' Ryan Needham']",52.0
23239,26984,2Tq/aT+qOWCQsOuVBVK7hmU6wUv/xN3XVqJvXtyltxU=,237567,['465'],['Original Soundtrack'],"['Scott Weiland', ' Duff McKagan', ' Matt Sorum', ' Keith Nelson', ' Saul Hudson']","['Scott Weiland', ' Duff McKagan', ' Matt Sorum', ' Keith Nelson', ' Saul Hudson']",52.0
23240,26985,3gcFytSXFIxO6gz+n8x/izP7Qe0HzCsV5FJQ+L93+sA=,227223,['465'],['Mariah Carey'],"['Gerry Goffin', 'Michael Masser']","['Gerry Goffin', 'Michael Masser']",52.0
23241,26986,StNz5AQfwXVz4Wc5Mecnc7vV5dj1JxEvCswDWImSjDA=,259641,['465'],['Britney Spears'],"['Kesha Sebert', 'Lukasz Gottwald', 'Max Martin', 'Alexander Kronlund']","['Kesha Sebert', 'Lukasz Gottwald', 'Max Martin', 'Alexander Kronlund']",52.0
23242,26987,NqKd0dqnyd5oQng7qjWNTtfoUyVq8E08pabZEi/qlig=,245942,['1609'],['The Chainsmokers'],"['Andrew Taggart', ' Emily Warren', ' Scott Harris']","['Andrew Taggart', ' Emily Warren', ' Scott Harris']",52.0
23244,26989,e1kGNeK64uuY2HC4IgxaixG90Xx+2UIcYiG+ZNzmEow=,234954,['465'],['Josef Salvat'],['Josef Salvat'],['Josef Salvat'],52.0
23245,26990,tWiNnVCzeEC3s8CfQ980x0tlqpmEwS8XH2qG/oKTwCo=,223172,['1259'],['A$AP Rocky feat. Juicy J'],"['Rakim Mayers', 'Anthony Lamont Wharton II', 'Jordan Houston', 'Giancarlo Chiaramello', 'David Brown', 'Willie Hutchinson', 'Paul Beauregard', 'Darnell Carlton', 'Marlon Goodwin', 'Premro Smith']","['Rakim Mayers', 'Anthony Lamont Wharton II', 'Jordan Houston', 'Giancarlo Chiaramello', 'David Brown', 'Willie Hutchinson', 'Paul Beauregard', 'Darnell Carlton', 'Marlon Goodwin', 'Premro Smith']",52.0
23249,26994,bO6DLLAe9U/FhpWphk0CAHHeu1/p429YRpJ8yJe7weY=,256673,['2022'],['ORANGE RANGE'],['Orange Range'],['Orange Range'],17.0
23250,26995,fZstCPzzht4nFpoCS8EiasSnZzwIHDxRY5gIB9Nqz40=,270690,['359'],['Elle King'],['Elle King'],['Elle King'],52.0
23251,26996,FOUg57UVSiQMwl/27ChI5XAoBKb+Cdv2RwxRyBrFxTs=,219333,['465'],['Sean Kingston'],"['Kisean Anderson', ' Esjay Jones', ' Jonathan Rotem', ' Jennifer Decilveo', ' Marty James', ' Jacob Latrell', ' Ivan Corraliza', ' Kevin Hissink']","['Kisean Anderson', ' Esjay Jones', ' Jonathan Rotem', ' Jennifer Decilveo', ' Marty James', ' Jacob Latrell', ' Ivan Corraliza', ' Kevin Hissink']",52.0
23252,26998,C6x4SvRdG32d0ltujgIHyGHsNMoVZpQzQeh2RjyMcDg=,330837,['465'],['Darren Hayes'],"['Darren Hayes', ' Greg Bieck']","['Darren Hayes', ' Greg Bieck']",52.0
23261,27009,ouUtgBo4lWaNfQs7/IK01WxYO96k+S9KG8K4m7blyYg=,288104,['465'],['Dear Jane'],['Howie@Dear Jane'],['Jackson Lam'],24.0
23263,27011,MJDvsDl3ZU8LsdIQHDYFxYWSo7W+WizGkZeETV0JjyI=,289576,['465'],['Celine Dion'],"['A. HILL', ' P. Sinfield']","['A. HILL', ' P. Sinfield']",52.0
23265,27013,Bw3+N7YbVCijVxBcEQOYYNC5cZirFms4kl4Ze9esE4g=,270899,['139'],['Toni Braxton'],['Diane Warren'],['Diane Warren'],52.0
23268,27016,dMeup3OgC1wdtq/Jt2etRQfmt78xyzslnMFqER5dKvw=,267972,['465'],['Jackie Evancho'],['Matthew Evancho'],['Matthew Evancho'],52.0
23269,27017,Ts0BIbRJ7FPjmNgB6RgpNC1Aw/GBCJOXx+xlfoQFhak=,267165,['465'],['One Direction'],"['Rami Yacoub', ' Shellback', ' Carl Falk', ' Savan Kotecha', ' Kristian Lundin', ' Kristoffer Fogelmark', ' Albin Nedler']","['Rami Yacoub', ' Shellback', ' Carl Falk', ' Savan Kotecha', ' Kristian Lundin', ' Kristoffer Fogelmark', ' Albin Nedler']",52.0
23271,27020,d/NmqOYG5l6FeMICX04xK0+l8oKwavnkufKftWCgEMU=,271070,['465'],['Urban Zakapa'],['Jo HyunAh'],['Jo HyunAh'],31.0
23313,27066,Ng08nerpxZKzc+OLZ++fZYXZlEWV2O00ejvYGOicSgY=,253747,['2122'],['Angelique Kidjo'],"['Angélique Kidjo', ' Vinícius Cantuária']","['Angélique Kidjo', ' Vinícius Cantuária']",52.0
23317,27071,qsmJ9z2driXSZSYjG0y6Mj9YSlyILz3Weiil+86OBrk=,190354,['465'],['Empire Cast'],"['Jonathan Rotem', ' Teal Douville', ' Talay Riley']","['Jonathan Rotem', ' Teal Douville', ' Talay Riley']",52.0
23327,27081,4X7PWIu9RzcA18DxX+Sk+Qou7Qc383cq7BKDHMKUjYw=,169508,['359'],['The White Album'],"['Claus Arvad', ' Frederik Vedersø', ' Jakob Eilsø']","['Claus Arvad', ' Frederik Vedersø', ' Jakob Eilsø']",52.0
23337,27092,irCNTJuxSlD6oa9PRU0xcDVbftp4NxbB73nS8xhRqA0=,210024,"['2116', '1609']",['Voldo feat. Vlada'],['Sebastian Roth'],['Sebastian Roth'],52.0
23338,27093,9V+AC/Tf1B/qRTXIvIMD7NW+n8bvRdIyd4PefGR1Qw8=,205192,['465'],['Kim Hyung Jun'],['HAN SANG WON'],['HAN SANG WON'],17.0
23352,27111,ohH6zv7lR+D/5wu+5Vw4VdlgXUDKIKezfGv6m3HyT9Y=,218549,['139'],['Anthony Hamilton'],"['Anthony Hamilton', 'Salaam Remi', 'James Poyser']","['Anthony Hamilton', 'Salaam Remi', 'James Poyser']",52.0
23355,27115,piDTIwZDH9EjQdazTYNf8n4i+NldAd94o58G/3K3Q7w=,243983,['1609'],['Various Artists'],['Charles Vanbiervliet'],['Charles Vanbiervliet'],52.0
23358,27119,HtQMyimeo7NNx5XA/ZdnIKSGBml/UDDJxQz/a52YxT0=,176193,['465'],['Bely Basarte'],"['Shaun Frank', ' Frederic Kennett', ' Ashley Frangipane', ' Alex Pall']",['Andrew Taggart'],52.0
23359,27120,s5sLNrcFo4BkkTfmtVDpH6APyVlTuuiitUtswZPrrks=,239513,['465'],['Jennifer Lopez'],"['Gloria Estefan', ' Kike Santander']","['Gloria Estefan', ' Kike Santander']",52.0
23370,27132,FUTbic86OeLoDXvfBqyBVqEcpe/DBZY+H2W0pE6grbY=,230042,['465'],['Kelly Clarkson'],"['Kelly Clarkson', ' Harvey Mason', ' Jr.', ' Tamyra Gray', ' Damon Thomas', ' Kenneth Edmonds']","['Kelly Clarkson', ' Harvey Mason', ' Jr.', ' Tamyra Gray', ' Damon Thomas', ' Kenneth Edmonds']",52.0
23380,27143,FAJVNRVUATLoYssvw6F6JxS9Go/zKMWy4AeDxQ63MLc=,235833,['437'],['Miracle Vell Magic'],['S-kit (from GROUND-LINE)'],"['Miracle Vell Magic', ' Gregory Brown', ' S-kit (from GROUND-LINE)']",17.0
23445,27224,v1hz4A4wIC1bofmYXwQLrBIsS0vPrGd65jk4JLqWV8E=,229080,"['1616', '2058']",['Various Artists'],['Stefan Heil'],['Stefan Heil'],52.0
23457,27236,CeTb7s7+Cm+i+iriylNxZBA5srP8BLs1pGQWH8ZPnqA=,261642,['465'],['Yeaill Band'],['Yeaill Band'],['Yeaill Band'],31.0
23461,27241,X3iRjAvWqgExzLevTGiMWxfmsHEiAAKasIhDFVPirOQ=,181487,['359'],['Arctic Monkeys'],['Arctic Monkeys'],['Alex Turner'],52.0
23465,27246,zzlSz6h5ejz71YBPBkXwbT+7a8jBocKfOnwLKlYn964=,233048,['465'],['Jahméne Douglas'],"['David Guetta', ' Sia Furler', ' Giorgio H. Tuinfort', ' Nick Van De Wall']","['David Guetta', ' Sia Furler', ' Giorgio H. Tuinfort', ' Nick Van De Wall']",52.0
23497,27286,OqUoFOUoGQcPRP3GAU6NZgHTTTadvJKDzeb1xz1i8mA=,315280,['2022'],['Blue Foundation'],"['Bo Rande', ' Tobias Wilner']",['Tobias Wilner'],-1.0
23502,27292,POEEGE38cgxxbBlmu0xLWdY/B4LtlIU8zn7Ji/JzWz8=,187673,['2122'],['Charlie Parker'],"['C. Parker', 'Charlie Parker']","['C. Parker', 'Charlie Parker']",-1.0
23506,27296,TC0ST/04zgzlmeOn/Y6FMNXco7bVSHPQ9BcU+bw6/vY=,245455,['465'],['Jennifer Lopez'],"['Maria Christiansen', ' Michael Garvin', ' Phil Temple']","['Maria Christiansen', ' Michael Garvin', ' Phil Temple']",52.0
23522,27314,mKvtaUHN5cdW2M19BTWDvH+Sr3vf4nM2XyA1yuPLqTA=,187663,['359'],['Green Day'],['Green Day'],['Billie Joe Armstrong'],52.0
23523,27315,NeEoA+OEKmSZWoO9DhVX5PoJWYj3tKDpkfes9XJK8Hg=,233482,['139'],['D.J. Rogers'],"['DeWayne Julius Rogers', ' Sr.']","['DeWayne Julius Rogers', ' Sr.']",52.0
23528,27321,Ljsg0G0g7R5VgwpsxFZZpKe2FLeK8ipCqldPjeJ7czs=,276699,['465'],['Adam Lambert'],['Matthew Bellamy'],['Matthew Bellamy'],52.0
23552,27349,3QvBKk2xCavxp9yHJN0++2IIzjqX1x+zmVzjSz1ECgA=,192792,['465'],['Jessica Mauboy'],"['J. Perkins', 'J. Skaller', 'N. Flores', 'Armando Pérez']","['J. Perkins', 'J. Skaller', 'N. Flores', 'Armando Pérez']",52.0
23566,27365,EgsxnGBrC4AbpKZUkPO1q3CD3HjvYRt83CgCUFPezjg=,250262,['1609'],['Don Diablo'],"['Cass Lowe', 'Don Schipper']","['Cass Lowe', 'Don Schipper']",-1.0
23680,27495,k3M/Hk+gJJyps4NlDHWY6g+WnKT6QNFgchdrfQuZCuI=,329299,['465'],['Bon Iver'],['Justin Vernon'],['Justin Vernon'],52.0
23717,27541,LEHVcaIrL3k/nEOke7j8GFswr92Cp14n2Vh2emXLXq8=,219672,['465'],['Michael Patrick Kelly'],"['Michael Patrick Kelly', 'Mirko Schaffer', 'Alexander Freund', 'Jörg Sander']","['Michael Patrick Kelly', 'Mirko Schaffer', 'Alexander Freund', 'Jörg Sander']",52.0
23721,27545,SSTma4aXu5aDaX6Ex+R5nkuyQ/MPsX/jG2WkQ+VbHew=,321175,['359'],['Green Day'],"['Green Day', ' Billie Joe Armstrong']",['Billie Joe Armstrong'],52.0
23722,27546,yZ15skN+LjzNjbETFdqtaT9drCG9Stz5ojFhyfq2QGI=,286548,['465'],['Fatboy Slim'],"['Norman Cook', 'Lateef Daumont']","['Norman Cook', 'Lateef Daumont']",52.0
23724,27548,5YPAgPvlr1RROz0WXtkZCx0t5fmScM6EQx5yzCPN4JI=,231177,['359'],['Blood Orange'],['Devonté Hynes'],['Devonté Hynes'],52.0
23725,27549,JerRLuF7CJwH65BWiwFCz53FNp7moF8CstK5eZ27sek=,210686,['465'],['Avril Lavigne'],"['Avril Lavigne', ' Matt Squire', ' Chad Kroeger', ' David Hodges', ' J. Kash']","['Avril Lavigne', ' Matt Squire', ' Chad Kroeger', ' David Hodges', ' J. Kash']",52.0
23726,27550,1UiBHeYmL0+Tgm5gjtx/oT10hz8Hd5lULBe/VTgypuk=,221884,['139'],['Chris Brown'],"['Chris Brown', ' R. Kelly', ' Anthony Hamilton', ' Anderson Hernandez', ' August Rigo', ' Allen Ritter', ' Matthew Samuels', ' Durrell Babbs']","['Chris Brown', ' R. Kelly', ' Anthony Hamilton', ' Anderson Hernandez', ' August Rigo', ' Allen Ritter', ' Matthew Samuels', ' Durrell Babbs']",52.0
23727,27551,jHBLaqmOqdXNy3qH7Nk9dPG8usSayC3q3uSzUcaCZtM=,191137,['2107'],['Various Artists'],['Stu Phillips'],['Glen A. Larson'],52.0
23728,27552,G+AARRzwEXYxa+eOJ+plQygGYuKmoZJTcBo9kv9divk=,229694,"['352', '1995']",['The Beach'],"['George Morgan', ' Jamie Scott', ' Mike Needle', ' Daniel Bryer']","['George Morgan', ' Jamie Scott', ' Mike Needle', ' Daniel Bryer']",52.0
23730,27554,OY+A9Vo99VPM3KJE7rDTtdahkuKH4jmDamp7x0lRLJo=,280973,['465'],['Various Artists'],"['Kim Jongcheon ', ' Choe Cheolho']",['Kim Jongcheon'],31.0
23731,27556,hdD/TbPl88BT9P8wKsv1+h6pfKeidkF6NmWQK2QmZcU=,164754,['465'],['Meghan Trainor'],"['Meghan Trainor', ' Chris Gelbuda', ' Eric Frederic']","['Meghan Trainor', ' Chris Gelbuda', ' Eric Frederic']",52.0
23733,27558,m00jYhX4iM/Y/GrPDwehJVsXvdBAujckXgKJAOAiGys=,206872,['1259'],['Kid Ink'],"['Brian Todd Collins', ' Dijon McFarlane', ' Julian Gramma', ' Nicholas Audino', ' Lewis Huges', ' Daouda Leonard', ' Brittany Talia Hazzard', ' Deja Trimble']","['Brian Todd Collins', ' Dijon McFarlane', ' Julian Gramma', ' Nicholas Audino', ' Lewis Huges', ' Daouda Leonard', ' Brittany Talia Hazzard', ' Deja Trimble']",52.0
23734,27559,OulFEzFi9P8kovuH9I2+tJnJhGnbXO95KM8Cllav/Vo=,241484,['465'],['Celine Dion'],"['Max Martin', ' Kristian Lundin', ' Andreas Carlsson']","['Max Martin', ' Kristian Lundin', ' Andreas Carlsson']",52.0
23736,27561,cntbhfySdb4IUJZoczDylF8tIC/7DmIM4F5CmGh2JCM=,258089,['921'],"['Sing Again', ' Hera Gu OST']",['Lee Kyung Sub'],['Kang Eun Kyung'],31.0
23737,27562,JepJcsHFUvCFbpuq7hmThMY8Z7R/ua08XiWc/4OO4AI=,172617,['2122'],['The Tibbs'],['R. Martinez'],['R. Martinez'],52.0
23739,27564,RakcM9t6Bl/YIV1RCazCPi5hHTdDt4yhALsfmj1cmw0=,199993,['465'],['Yoo Gno'],['Yoo Gno'],['Yoo Gno'],31.0
23741,27566,2BjH8j23a4v2sFd0iTHXhHtHBsAr0NsjX+9zsBDA4jQ=,281531,['465'],['Kelly Clarkson'],"['Kelly Clarkson', 'Jesse Shatkin', 'Anjulie Persaud', 'Fransisca Hall']","['Kelly Clarkson', 'Jesse Shatkin', 'Anjulie Persaud', 'Fransisca Hall']",52.0
23742,27567,oVqvtCiaYX6CJt3q8WtVYQLP7kURaDerAClC7aA3pFE=,233090,['437'],['Penguin Research'],['Shota Horie'],['Shota Horie'],17.0
23744,27570,5ZyplxcdOGjaQEQQ2jxpug8ly9Qt45P/C1B6ReOB2gk=,330224,['2122'],['Kenny G'],['Linda Perry'],['Linda Perry'],-1.0
23746,27572,TgwCLmwLFR6c1/0luhrSW1rnR8Jwe8iLVZZP7Ii1KmI=,241423,['465'],['Air Supply'],['Graham Russell'],"['Graham Russell', ' Clive Davis']",52.0
23749,27576,4/GNOisPLDefNSSqIIB+jQB1ocAhL+J0sJHBaHGFFGg=,231272,"['139', '125', '109']",['Leon Bridges'],"['Todd Bridges', 'Joshua Block', 'Austin Michael Jenkins', 'Chris Vivion']","['Todd Bridges', 'Joshua Block', 'Austin Michael Jenkins', 'Chris Vivion']",52.0
23750,27577,duhAWTdpSP+NPS6QPl5ZpR/1wiccUvFcG3x5opRbMtM=,318902,['958'],['Ennio Morricone'],['Ennio Morricone'],['Roger Waters'],-1.0
23754,27581,xYicBAePpVrjH9vrLmYcVfzPIuyYJHnOhUN7xUHES3o=,204128,['465'],['Keon-Mo Kim'],"['Yoon-Jae Lee', 'Hwa-Young Bae', 'Tae-Hee Kim', 'Il-Sang Yoon']","['Ina Kim', 'Seung-Eun Oh', 'Yoon-Jae Lee', 'Il-Sang Yoon', 'Jin-Soo Jung']",31.0
23758,27585,MhBMJnZkrqMTPRWi+UoU1Kdw3RKRmyQ4kf8Mr1M6v1k=,203598,['359'],['Lianne La Havas'],"['Burt Bacharach', ' David Hall']","['Burt Bacharach', ' David Hall']",52.0
23761,27589,7tJa95z0tbLYcVHAuARIhu/dUZKD/cQ9xXLvstleL68=,226542,['465'],['Various Artists'],"['Fast Lane', ' Mats Lie Skåre']",['Kana Nishino'],17.0
23762,27590,DGW+QfG80zrpwvd7mUypZOL8XjEQWkN9KCdOCM3lnek=,164320,['465'],['Sarah McLachlan'],['Sarah McLachlan'],['Sarah McLachlan'],52.0
23766,27595,Ygl4LhA/fGbWKpr/FCLC8MbBJUsLeK9S/by9JkobfUc=,257708,['465'],['Kenny G'],"['Andrew Ridgeley', ' George Michael']","['Andrew Ridgeley', ' George Michael']",52.0
23768,27597,KnLhdaC2Nm+CVWQeqPyWsWY9nvh49sx+0ZIFNvjV1pw=,257863,['958'],['Cinzia Tedesco'],['Giuseppe Verdi'],['Temistocle Solera'],-1.0
23771,27600,KY7v08DuKQdEILRAkLcbQGndOrusbzBDCTBlN+6oQqk=,200280,['465'],['Brooke Fraser'],"['Brooke Fraser', ' Joel Little', ' Scott Ligertwood']","['Brooke Fraser', ' Joel Little', ' Scott Ligertwood']",52.0
23772,27601,oCAYnwIJVByBd6GZLWyI0OuwQ5I6JCi8qYZ02kSLOlM=,253753,['242'],['Lee Young Hoon'],['Lee Young Hoon'],['Lee Young Hoon'],31.0
23777,27606,iD1EryUNlZHGtDoWLSHZ1/MtotIbvFMzWF/lcXV9dtg=,232577,['465'],['Calvin Harris'],['Calvin Harris'],['Calvin Harris'],52.0
23785,27615,VL458vufOPkxly1AWI+FYD9Z+op2+AsukQFhHVHR47Q=,197346,['359'],['Oh Land'],"['Nanna Øland Fabricius', ' Dave McCracken']","['Nanna Øland Fabricius', ' Dave McCracken']",-1.0
23798,27628,c0jAYiKLEKQbxnY9EfZDHKZcZuFPUMUE+o9vG5dWUHE=,186880,"['1616', '2058']",['Seekers Keepers'],['Kevin Hicher'],['Sonia Kiang'],52.0
23799,27629,9AjFym8HYy+5MuQJRuPqgsYdXgLorTFOF0VwBYV/eIw=,286328,['465'],['Killswitch Engage'],"['Adam Dutkiewicz', ' Howard Jones', ' Joel Stroezel', ' Justin Foley', "" Mike D'Antonio""]",['Howard Jones'],52.0
23802,27633,nttf/TUggC06AWypCKxBuXLmabgVh6Ch+BCnF3INZjI=,258725,['437'],['ASIAN KUNG-FU GENERATION'],['Masafumi Gotoh'],['Masafumi Gotoh'],17.0
23806,27637,+4soPU51eQ633QBD9f3pJEy9P+rP/sfd3gVt5H8qwvk=,225891,['1259'],['Snoop Dogg'],"['Calvin Broadus', ' Pharrell Williams']","['Calvin Broadus', ' Pharrell Williams']",52.0
23810,27641,Lv9OwNnp/EvpvFH6MbLKfS8jsG+3LzSTNAMem2MzIfs=,257108,['2022'],['Pink Floyd'],['David Gilmour'],"['David Gilmour', ' Polly Samson']",52.0
23822,27654,oU0tSSKFJdply1G1mVboa9gcJD3BfcyqE2/uTWW/hYU=,271581,['465'],['Hakase Taro'],['Taro Hakase'],['Taro Hakase'],-1.0
23840,27678,MDjathe/ZfTX7LDGOlynBYyYdir9BUK4tGA8goRg3Pk=,237348,['465'],['Fleetwood Mac'],['Stevie Nicks'],['Stevie Nicks'],52.0
23902,27756,4AroD7fO+EXvFtKs60sS/OcusZVQxIu7gLvhic80O7A=,280303,['465'],['Hope Of The States'],['Sam Herlihy'],['Sam Herlihy'],52.0
23931,27793,IdfxGIbcoxVaB6mQ7hKY2Y37W3aCRexFYIK8NYW53j0=,249086,['437'],['QUEEN BEE'],['Barazono Avu'],['Barazono Avu'],17.0
23984,27856,tKgriqzrgkKB4Z9qvwWtC5XCt3g5Jn5FFz0O6KRCcXU=,169038,['1944'],['Various Artists'],"['Antiquera-Mall Nicolasa', ' Platisa Daniel']","['Antiquera-Mall Nicolasa', ' Platisa Daniel']",52.0
24008,27891,XmO7bTL3qiT3VfxOKjjSS9O+ct05/uJhjOXLcvdpGas=,156169,['907'],['Original Cast Recording'],"['Robert Lopez', ' Jeffrey Marx']","['Robert Lopez', ' Jeffrey Marx']",52.0
24015,27898,I7aVPTBx84CGZverQd7SApwji9kP62qQQnLmjAbxTds=,280720,['465'],['ASIAN KUNG-FU GENERATION'],['Masafumi Gotoh'],['Masafumi Gotoh'],17.0
24088,27986,Gz9jwKOKW5yfMtVog0vMe8yB3MUVFt7S2lq1IyW+v8c=,277210,['465'],['Clazziquai Project'],['Kim Sunghoon'],['Kim Sunghoon'],31.0
24105,28004,cmz0/hHaW6wZOEumqtwg7poE71yAaXSu9ylJTxVwH7o=,229729,['465'],['Modern Talking'],['Dieter Bohlen'],['Dieter Bohlen'],52.0
