,Unnamed: 0,msno,city,bd,gender,registered_via,registration_init_time,expiration_date
5938,13940,0t9BLb2F8nuIxpiVQCJk09vXSB79PXHaw/DxdPegYg8=,22,19,male,3,20120115,20170907
5939,13941,lbJHQba4aEMJUFDFgDE7PwTdR1UoY/iLj+XkofWMsik=,6,27,male,9,20081129,20170717
5942,13946,rlqk5WGS2Vam0tgtANAiS1ej27wFzvhtdmMMLF4bcz0=,5,21,male,3,20130323,20170912
5943,13949,c3AcRgKZF2NzoRFXh+6ZUXrIMxgs7SfJWZ5B+ob1R6w=,4,23,female,9,20091225,20171216
5946,13962,3XzRGG4FMTFqESrSURJ1KZCG7k9HNiFMHwdw81BwFWw=,15,26,female,9,20110320,20171005
5948,13967,dTmrzxl/vagVKzxY+XEdgSgGdOi11b+g7gOranJkLKA=,5,28,male,9,20090212,20170611
5950,13971,PKiaWJX6XG8PQ3mF1HD4uu6YDvfpXMXkE/AzbHmBUGw=,13,24,female,9,20160212,20170920
5951,13972,16pGH8W1JKJTrQSZDX3gQY57S3FiO4YJheGRiYbONsU=,5,26,male,7,20111228,20170908
5952,13974,elW1mavaPWp3u3nciJ9ejlCFoQDVMkiIKlWyw0qHJak=,22,25,male,9,20110516,20171005
5955,13979,ZLTqtwLUAw/bBNJlAr+/ERrCPPMbmA2IT2J3f/0xx/M=,5,18,male,9,20140729,20171004
5956,13980,ZLxV34/Yyi5vxQ7z5JvI2JkJZWNtPiVX8ec6+2bP00Q=,13,23,female,9,20100712,20170923
5961,13993,pjNAHrXpRTmp0oo2abgDF6ZvP0s97oeLkrvgsCq2qzw=,12,28,male,9,20090919,20180723
5962,13994,GxQyiDtFOpeEk869K6hXnCqQ7b8wXdeUv5vsFXUIJlw=,6,19,female,3,20150817,20170913
5964,13998,aQEpCDnlSWBXe2NMLoUOXg/gTw/dPdXfK1Zf2rcSX5U=,22,22,female,9,20150319,20170922
5966,14006,eFdL20e4c8Dx/ipasaF9khqIz+4sAaw2uOSizcaiay4=,13,23,female,3,20121203,20170915
5969,14012,jYiR2IiN1N1+5S0rTAH0iEWC1QQtEmGJOvkwhvJRPOI=,13,24,male,3,20120513,20171014
5970,14013,o7PYTMcY+Kyy7QvjxbE8c6KGqhEwGzg4jV/1+71mWa8=,13,23,female,9,20110815,20170909
5971,14014,XiXfS+QEp5/EnMg/AKs5DPJBIxqLjewpZl6qIeGYEAs=,17,18,female,9,20101128,20171006
5973,14017,7vOmvArqliBvNVQs0Itc3dvEyXqow+Ed2y9QJJvcn0o=,22,20,female,3,20150317,20170829
5974,14019,TVwNw5e/54XFu9XRgPHppMbYNk5S/EL6Q3wsjcg0JJ4=,15,26,female,9,20090516,20170907
5977,14027,xVlUXSMwUsSSWzRfkh7FYncIQWGOUXVm2a0VXQLOf3A=,13,27,female,3,20121004,20180427
5979,14034,eRYM8SUoRHhqaz6lI9fm3y/3YhMdLW1czNJrKlQS/mk=,9,23,female,3,20130819,20170907
5980,14036,u2b0f+6xcMmtXEWh6Yi8/arPPQOtPIxHXylJA47pjMk=,15,23,female,3,20141120,20170912
5981,14037,4MgOwO1+Y8Vrr9WAZZXj8nrRuSAmClq9N6J3dD6rAKM=,4,27,male,9,20110715,20171009
5982,14039,nTjwGGneIMTlWEVF0uODEssVLSyBDn3YjnCLPS4/fjo=,6,21,male,7,20130806,20171004
5983,14040,a4aEMKA1bMIwfCarB0qN+Fjag8swMwFfXm6ri5KJvms=,22,28,male,3,20120823,20171002
5987,14053,dN7VTZDKq4Dgo9q5anyNVd4NLulBuxhPrPU4rz2qc78=,6,28,male,9,20131227,20171027
5989,14056,RyiC5TpUvmnXpftR0Xg3BEII+aP8yMfeJzllrM+MjTc=,1,22,male,3,20150928,20171006
5990,14058,rXEuPKCm6TaxUlcmQJE+NDrrYZ+pHfkMvcUI7boBuYU=,4,20,female,3,20140216,20170911
5991,14059,ELzsLPhP2UV5ECiw0ADlaSt5uoaB34816sL8WhrRC9Y=,5,20,female,9,20120113,20170910
5992,14060,fu39sKtIX24l+3gsLzJFDeme44DhT8d5MxUIfCNkNg0=,13,20,male,3,20140819,20171005
5993,14061,jB9+2dHJdZGDdxvytIkKKyvEBFAEHiebYI4+E5+Nzmw=,5,26,female,9,20141201,20180821
5997,14071,CbDMzBFbUEkVUlaxcy3Su+YnK3YPAbcNE5y/DkR+VB4=,15,18,male,3,20150727,20170613
6000,14086,zIZ+xhGiax2i9PUfQTJOSsVaI+xnUboRkudbfhO775U=,5,21,female,4,20161031,20171003
6003,14098,mQhjlubkr6lSG1iL2tA5dHWGHClM6a/3Kgrrj5lerfg=,11,24,male,9,20101225,20171022
6007,14110,BCHo3JPs0vnLtfv9xZZMWkYh32WlCtAGukXbf0a2uAU=,6,28,female,9,20080813,20171029
6009,14114,Xkb0tm37e79BcJDQ5HdEzmVZn4YkEZo7OC8PPfEATqA=,14,20,female,4,20170108,20170122
6011,14119,NIbMFoDpsiYfTGWTdZ/JS79A7ocATetuy70Wu95LT/E=,1,25,female,4,20170103,20170812
6012,14122,C5FnXFiddPAE1TkXZvNV8/hE+GiqFxc6IlpUWYYJVq4=,3,22,male,9,20090927,20171017
6013,14123,caJhhlso7CqQXD+v5V4b1VG9foJ+IGNNiK7hcWMNy1M=,22,26,female,3,20120117,20180909
6014,14128,9K74MwNuyLLTXiVETjGki6gUrXkFUDDUJ44uQnyVLRI=,1,18,male,3,20170119,20170122
6016,14131,b4xz4kD200tghU8XCuUNiPFCsszApm/VUAzYCsplX0s=,13,27,female,3,20130826,20170708
6017,14133,WVzQQ6Dg4jd9A2exOtvtREGWOkUUEVzWJ5JwnOKWzOk=,13,26,male,9,20151010,20171009
6018,14134,fB91CWvHJ2PNtSKl5nX1z7q2dR3kWrY3yKz5oTLoAGQ=,16,22,male,4,20170218,20170809
6019,14138,Lp1XtANZBT2NcgxsQDSoE6dGTC2jI4bSECO1tVf5AAI=,13,24,male,9,20141011,20180206
6021,14142,j9Dzdi48wcUrRu14tpNWa29fdctd1gbAJ4Rewh9VaaM=,6,24,female,7,20110725,20171007
6024,14152,y49kbgJx3ooX+8qyvTtR2oucPxsOrdYoOO3jM2MuiAs=,22,21,male,3,20140208,20171005
6027,14157,0sX21vLMjjIedUZCxL2REgzQeyzYdEKXgRtk0qC/kns=,6,23,male,9,20110727,20171030
6030,14167,InrieNahIZPrpfpKVTHQlhzwF0Vmyk35309sPfs0IWA=,15,27,female,9,20081226,20180208
6031,14170,MgCIA8sRsFQ1jrxvCfohdOnwxz1LHtaXzkafEH+8tqo=,10,21,male,3,20140120,20180312
6034,14183,s5W1oCB0mBWF1fLTS1FFnBXq3bi0wYDXjKP89yOtmTg=,5,18,female,4,20160202,20180315
6038,14193,Qd/aKYZEx7C0hXlpdUmJWl/kB94AsDhB8XPnc30+OhU=,5,25,male,9,20100225,20171014
6039,14196,uAYUCMQ00qSBNNEOtg2atuzhZAjBe2w3CayVUS5jq+4=,4,27,male,3,20161125,20170713
6042,14205,XelPPAGiLDwtd9ZqOAps+xUmlNy+4qRvCdld2qNoWFQ=,17,24,male,4,20170107,20170514
6044,14214,lrV+6V0TilHjlN4XT31bHDXti4X93rIF83TNOFmzBIo=,4,20,female,4,20170111,20180108
6045,14222,ZEklbR8MzQ3qRrbAl3v5Slrhz1NaVMKM7xNDZxXbdh8=,9,23,male,9,20130131,20170912
6046,14223,CRQ9qYD+1Bf9JmRp/o5Xwpth6dVcqbMWtE7M0ul+pvU=,8,25,male,9,20071023,20170303
6047,14225,Q6mVw9G25b+tLFGxPPGAyIFZaxSRkh/7cCRwqycckr8=,15,23,female,3,20140619,20171029
6048,14238,Lh9+nfeiGi4g9zJ1TaT3VUS57QWKlKQRzZejqxD6DQ4=,6,22,male,4,20170216,20170219
6049,14242,6+MVQSHIHLMYCVXBsuCYj1ot479Qt2xg0WyL3qnVvR0=,15,20,female,3,20120724,20171021
6052,14250,YkG93vvIFdFWVWsYqT5w6t0X4uw9/RS03jqzhBzxFlc=,3,22,female,9,20071103,20180930
6054,14253,i+FnSB5Qnvne5BaSOE8KdzptocyW+gPqAW+/RwtiOKU=,15,27,male,9,20080708,20170930
6059,14263,YgBg6UIzKsRjQhjk0k9a8msf8eoG2tnQKHjBGZ2JynA=,4,25,male,9,20120519,20170907
6063,14275,ogYuiTt9bGNSRf4tRhkAIwuF5Y0Xu44e/hirsmcScyI=,12,23,female,3,20150914,20171121
6064,14277,gn2PAShEwo0PJyB8qM3OAnwqnW/PU9+vH6ojFbrxOzw=,15,27,female,9,20051223,20170910
6065,14278,LKzFr4QgSCrBfe1+JZTgs0Cc1wSd81WeP1aeboFkYtc=,15,28,male,7,20160609,20170908
6066,14287,FM1EFeKono6/KUDvpxYbGwxzt/xnOZOp82LKnjMG/HU=,13,23,female,9,20111126,20170711
6068,14290,PtImU++/EpGZWKBW1/kBpOsF/e7tc9BqiDw+T6E2tuA=,3,22,female,9,20110123,20170904
6069,14291,ObOLNFzJWfGbABv2rro4i/flnjVkIDyL9ZFAkC/haQw=,22,28,male,7,20111005,20170910
6070,14294,ghRI03gTYMDN779o+QpizaxyONbTEdWmAOpw2WHoYzc=,4,26,female,3,20170228,20170717
6072,14301,8pT8wcLRHos0ZJ+PnuqDFW1D7QM6b7PVVTSKWp1fKzQ=,15,27,female,9,20110907,20180426
6073,14303,uioHp1VoVZniYA8yNPBZwgUmmJVuqAJNbxY4rn22QAg=,15,25,male,3,20121216,20171021
6076,14308,cEL+fi2bDo3LOVqzp4tBTmPOr71KJnQxQFhhW486Vk0=,4,26,female,9,20150322,20170518
6077,14310,EosJohI/mc/xuOOkjme/Mj4kl2R41ak2Jl1rD/eShYU=,9,23,male,9,20111113,20170910
6078,14311,XYSqpEPFwkfir0HaZYG9tyo7mxbk4ijOwf8zqOYqPUU=,5,26,male,4,20160101,20171018
6080,14317,ZrH9O6UrNQeOkuRpwgQ63Hn75NFrgz+2qj7iG5VNIKQ=,5,25,female,3,20150321,20171029
6084,14323,UqUuKca+HUydF0mRxI93k2TPpvf2NXixUywp72M3gWw=,13,25,male,4,20160424,20171006
6086,14325,DEXKkbh2Z6uSFaGMU38tJRfQPQPgMDIDB5b9BqXYtN0=,1,18,male,4,20170222,20170526
6090,14338,b7WcX9vM1AEOR8sgto8h37ogLGDCcYQQDzRafzYHLnM=,6,24,male,9,20110914,20171017
6091,14340,1fe9d48tkl74qwJJ3UGq5wJG2NEBoRI36YMYqTrTplo=,4,26,female,3,20130109,20170225
6094,14348,rG226vhL8hGCfFn25EITGxmlcsx00gCzmRe2QIRt+A4=,15,24,male,3,20130323,20160311
6095,14349,MYhs8RjiYR6G9a3VCWo3vcNoPscMWJth2vz5GkPdkSw=,22,21,female,4,20160605,20170913
6096,14350,hqtkr+lMqjG4CA7OFXuxG74bDj2zL8MZblCHQT3+iEg=,13,25,female,9,20120525,20171013
6100,14355,/vzpKCYu/WsFlKyLiUGR4OsNqtWyDqBL1YJoLknIxQU=,13,26,female,9,20070208,20170930
6103,14362,eF38IDPL/1EWImfyiGj9XYbciclT//bJ4hAv4ZaBt84=,6,27,female,4,20160105,20170909
6104,14365,rJ364IiwFuY2FO1+kS3bazowSF8OD0nakKzV6NYmwgs=,4,24,male,9,20160218,20171004
6105,14374,2l9V5AFWN/NWvHog0t460E9jOxeF9Yao5hVEpmXMZ64=,1,23,female,4,20170218,20170325
6113,14393,OdhwfFcOCmE7e+yNjNgAGEIzGSStr3nzS4kQQp/Nd5Q=,14,25,female,4,20160229,20161212
6114,14394,aMAJ1eW9gtgT49MO1fZ2eABjzCz/aD1gGbxhsXeUX0o=,12,18,male,3,20150127,20161202
6115,14398,iC0F7VZKwlMd1FIZ8Mf1wIuyXjaVhsCUwNGRRuaUD+I=,4,20,male,3,20150822,20180519
6118,14404,jIwwy0ZR0yDw4HX/Fy59fImtQJyBI/YqzYjFZnYqqWg=,1,27,female,3,20150428,20170620
6121,14412,XQkTYa1G6G9MUx7IrdCZjB/RpSgGcwzKTP92TD2vugk=,13,23,male,9,20080601,20171101
6123,14418,l/44NMtXwHoPJVxyuQH1YifeU+JnR5j/1wHa6pRJHG8=,8,25,male,7,20130612,20161126
6126,14422,E/hwDd716Pm73uHU0P8Y0IfcfNmf1Td8o6aIrtML1/g=,12,25,male,3,20120720,20170910
6127,14423,43Wx52TRFfgm7GaEIX0sMtAGe3OpOZnjAm02fLGEdwo=,11,22,female,9,20160310,20171120
6128,14424,txUS2/yY1a/Q5uK2bwB+Sw07QZuAm5XPCJYsz31xIro=,6,18,male,9,20150417,20170922
6129,14425,qo/6m4XTUuFnB7gLpH8I2ZzZ1XV4rCa3pXWSWXuV4L4=,3,18,female,9,20140914,20170616
6131,14430,z7IQ9X3nwwBMhBo4KF1oCctiYueGvoE1AvX8RucfW6Q=,22,25,male,9,20110129,20170922
6134,14435,FNxLS02Ioi2LAJqZhq2YbKfsSFiciGkM/Sm2pBXEVek=,4,20,male,9,20150902,20171202
6136,14438,dOv+5cryoV40KCKk2qmlCmywL/suDL9Dn8R/QD4vUHc=,17,23,male,9,20111130,20170908
6138,14443,z5PZEIa+dEgK69c4DBNzR40BqcnHAB7nZSmgCJTJ7wI=,4,20,female,7,20141231,20170930
6139,14446,4vHeXi88dOKWvLToo8vmdV/mUmDoAH8Zx2dsAsaVPb8=,6,18,female,3,20161227,20170909
6142,14450,Ah9GnpsOhtqiLxhHs6vZiXvVfO83FEpzIvpJ1uVcrBA=,13,21,male,9,20130115,20170617
6143,14451,FESxaBFHkm3MY7+Wfaw7ymgmdTycV2zehXHxJZUDmfo=,5,18,male,9,20061216,20061217
6144,14452,PIeR91G1AgfSlGFlBooG0/oepRsB6c73udvWTOzhoa8=,4,24,male,3,20140529,20170916
6145,14453,SlSbZNDags7Pi8Ce16P0Vw9XtzWLnsyvg4gI0oQfFmY=,4,25,female,9,20091101,20170930
6146,14454,Feijk5yd9zlr+UfB8Jsa1hBUen5t57MfgrkRyAxn9Qo=,11,27,male,9,20120519,20171006
6147,14458,ElenpzDHKoynU5mx8LKuEF2HgId2X8vgGX70FxopGgQ=,15,24,male,3,20161031,20170910
6148,14460,4rcxdais65/sFXoYd3EAKikxXXx2R+djm5Lmo9f+cas=,4,23,female,9,20160305,20171026
6149,14461,1PYSxWL837ywqmLfSH8sUF4gzpcyMIXYpMkzi+dX1vM=,22,26,male,9,20070909,20170907
6152,14472,3fAfVrML+eI28dBr4wFWFtnGX+XePt3BFWNRzlBXzYM=,1,19,female,4,20161203,20161208
6153,14473,mNbMGVd9KDvWTxZKyt1EVQCPpG9lb4QTtNntQNCmJdk=,5,20,male,3,20120603,20170418
6154,14475,ewEfo1Ku3aZZVh5e9KjIik0Kq6RJ6xcZ+bSXIXjtdx4=,13,19,female,9,20140907,20170913
6155,14476,o+SpsJwOd4S+GYa/eseVINjmoIT57fbHeOFBYCAcvCk=,4,24,female,3,20150904,20170924
6156,14482,6NwufyVm+b6pvvdRHIrXy703pPd4dCWT0OsfH/sE2ZI=,15,26,female,9,20100104,20170918
6157,14484,vf72WjMnAjr9ELP36xOjbCXhXQTk2qCQ1MW56xKT12s=,22,21,female,3,20140301,20180801
6158,14485,U9MVdKOoNfDNGF3RhB4KzOJQlCRhSEsqqCWLJi5AsVA=,13,27,male,9,20090816,20170924
6159,14487,ztUrvIoi5Jekme0uY7tfSeBWH7xaJZpdU8lEhRXr1ds=,22,25,male,3,20161014,20170919
6160,14492,Jqo9OE4P+fX6kGPla+VZK7oqiyVUctz8o2y1X9H0vQ0=,11,27,female,9,20080627,20170925
6163,14497,lW4VfHcXYCumiS0vfPsMHKNhdzBkZ5h4KGieh4ZZbJo=,4,22,female,3,20150120,20171004
6164,14499,KWAslfOFSsT9HjS4qZEg8GfnmLjHVqgCbuua+zlh7g4=,13,21,female,3,20120722,20170810
6167,14504,nWbZrcOW4jrzIXFKZHOmzHP66tygaJ1ch1o3F4cG27M=,4,22,female,7,20131218,20171003
6170,14507,5v6RMOcPEmBp+YJyHkhpWWitFwPnFywC7arPfHlynFs=,17,25,female,3,20130201,20170912
6174,14515,MCLLs7Gzgk27pHnaPBQLoMqYVh/6yVetD5mF+LhP2kk=,14,25,male,9,20060318,20171002
6175,14517,7CQwHbUy8cYkR0V1EVT/KK2pN0MvwR1eSGm4GUx8E8c=,13,21,male,3,20121110,20180526
6176,14522,b3Wgy8DTTMSLOk0r8w+zIa+A1RY6HByH0kExgsQqMiw=,4,26,female,3,20130819,20170910
6177,14523,Z/tyrTCxVgO6o88vZ7uclJJE8ZYx6tbkmYLic5RTYGY=,8,25,female,3,20141114,20170911
6179,14525,76w5dZdcr4AJ4tjOW37f4+2rA295XWTs/HjfLI3SyN4=,14,19,female,3,20120819,20170708
6180,14529,hpwAl3AM8gzT+5X3AVtwYNo+N44XWtk1sWuKaOMxEHQ=,6,22,female,4,20160628,20170909
6181,14531,sJ9yvUky2dx+7J6sJ+0y4u0aBbyBM7P0AT5UqVixECU=,22,22,female,4,20170207,20171012
6182,14534,bLxtraBXpABnpdoXYjf74n2wP0ZefvuN1DFph0uhbSo=,5,23,male,4,20160331,20170611
6183,14535,4DvcEattf10DeFa39T8RS0jzm1/ti7xX18suTscOwcU=,13,22,male,9,20070609,20170715
6186,14540,R0JO8YEJxpOAwAs2yai9e1K7F9AMAqjOEDaK34X4kVQ=,5,19,female,4,20170223,20170613
6188,14542,ogZ7yRqtX4h8yl45Ok/zTh71wVCiDpDu0WEo3S9W99I=,13,28,male,9,20080822,20170917
6190,14550,oHG1y+GP+R0PQu1xeS6fjCtNX5GDTp+SsGrhJoc2UGw=,4,24,male,4,20160118,20171003
6191,14553,X3tb9g5EDkT7HGP6ZjdRfDcLniyOL7MtMYAxWhn2Mi4=,22,23,male,7,20150721,20171003
6192,14555,GGYWUDvgwEwvKC9jNQKOaKyvVCOIMIAQJgvVyCXuqVo=,13,28,female,9,20111106,20171003
6193,14558,YvgATacXZR68RNdWx3b+JaLoFqEVf4E75hHampbmgno=,4,21,female,3,20160919,20170207
6194,14560,Eqd0gTbqz7HvbptEe63kFTd54GF+lsxD3jCtkg6noe0=,16,28,female,3,20160403,20171005
6197,14566,rYJw8V/GREypg8TAOuQmaefrPHdiru8uKtJ/YVKaOes=,6,22,male,3,20150104,20161107
6199,14572,EGRbn3g9aYhO6oxBJxZgYoeCeoy3VAmsnyu0OzH5PVU=,13,22,male,3,20150724,20171105
6201,14579,dO89qWII3rYZ5RLApFbinrjLOmTGeSIxNnkWgWkails=,13,23,male,7,20110910,20170930
6203,14585,uAuKwk9b1ejdjXxI+D1Pn72KzUr5cvt+7BOMhVkfKFo=,22,25,female,9,20110827,20170929
6205,14587,q9OLbdWMJY/vNRfaax5MdJv0c2sUvwgvbDNS96QkiEE=,15,26,female,9,20150311,20170826
6207,14595,z192LV/c24RLW27IFyXDHfZqGFiQI9KcurtBg735g5U=,1,22,female,3,20160206,20170610
6209,14602,dkjia7dkQIbHa++slnl3J3OIgjFQuysdj4HGjHYnOZE=,14,21,male,7,20130330,20170930
6211,14609,W6lXAS8eWURCc/Um62wUYtJIAqxsLOQ+fGHwC0nC84c=,13,25,female,9,20041012,20180225
6212,14610,hXz4szqwDZzjNcnz3szdx3Hupncc5POgHFwWeR4hfiw=,13,19,female,9,20100909,20170612
6213,14611,jEBXlY/r3+iduT4V2Q86eJo1gmDpVTMSkAZkFgVPRnE=,22,23,female,9,20111129,20170714
6215,14614,97R1eBaXrl9BXQjBltKqwqO1nktIWBGbPtVPe4XukPk=,4,26,female,9,20140308,20170908
6216,14617,bSkFBzBGqVT6OSnrNd7rK5NFDQE/IJjlNUeD6S7Wvhw=,5,21,male,9,20070921,20170913
6217,14623,xHGqqo6xkd4iaPipYgTF8R2q6K4jxfmyir5wJHh15YA=,3,18,male,3,20150307,20170909
6219,14626,5hjt8KLed3C6mHJz9jCUP9WTHY06f4+hv4yRuKQcFFs=,15,18,female,3,20151117,20170927
6220,14628,Op5KfO8/Wa3AVZOEjs5Gd511Plue29nzEmcEnYFLdGY=,13,20,female,7,20120530,20170915
6221,14629,whKzUZvIXCl3YRGMnIFD7QZgvoKxT9q69ZqUH6orYxg=,5,18,female,9,20120531,20170801
6225,14637,j7JLVMdfR2QTBlZft0WFdHJkFtUswfOu0JF9sN3xVuU=,18,21,female,9,20080725,20170713
6226,14639,SbsK3yhGGP5JY+FR2D7PbIY3lzxG0HpF9oS6te5R/uQ=,13,27,male,4,20161207,20161210
6229,14643,17JlEr1MDqIAoQHg48Iw5Vp7kPnI8PbESvb/m4A7+Ac=,6,23,female,3,20130828,20171008
6230,14645,w0qIM7t04w1m0joSUoqrvU/0EN6gN5+BWvvaHIIXrWg=,4,25,male,3,20120906,20170708
6234,14654,WTZZNRumVs7T8HZVhDkZfIarcX+MoxL6rvglIEQvPD8=,3,25,male,9,20111124,20170108
6235,14655,oSuSBcklSGhcE7UqFL+ZBfEccKSzF9LhCrQ02IPexGQ=,4,23,male,7,20140617,20170415
6237,14658,Qm1eiROMB1Y3gCR2D1m83M+DzNnYq+4hxT1wMpEfyCg=,13,24,female,9,20141216,20170621
6239,14661,lhj4GOfB1/FUJiugTUpq2CvTq4xccFJpt6cPCbesB3Y=,15,18,female,3,20130330,20161026
6241,14665,dWIrlXg1JnYDPiIfyesV2tya3YnC2HGrShqWhy5W/2g=,12,22,male,9,20110310,20181023
6242,14666,wlFjuBSYftzA+svI+bo1jnHQvVF4iU9W44EG9TeBdZc=,1,25,male,3,20130415,20180128
6243,14668,x/hAuxRCIjjKYpAkSFfdipQA1tnCbM6gdnOznpWfWm0=,5,20,female,3,20150127,20170807
6245,14670,qeudK0dY5on67hM9tY493l8KGSa5G8ERfuPglWnzdN8=,1,18,female,4,20151218,20151221
6246,14671,dJZOfwrlLjyLERjCeQEBVL/AGCbqU+MAHSmUCxbo9ys=,14,21,female,7,20130507,20171005
6247,14673,mr/OKpu5kFFNUAv3hQFtk7GJ9Hbay6fIdJdAN18wGt8=,22,20,female,3,20140909,20171015
6249,14675,WLCrc4cDIDbZ2+aA1MypoI93dj/MzrYLjObuqWqEZ2g=,10,25,male,3,20140811,20170612
6251,14677,8G1dwDDTIM1wfIwJqFrXWhPANT8Ht2YMCKh1+GWBc3I=,15,22,female,3,20120603,20170612
6252,14679,N32Ejy6ZpkLWA3HcWEkZoNDgtIJebff7R+fMa7Fnczo=,10,26,male,9,20070618,20170922
6255,14682,v/+GXBjQMrjGxonmAESl2znB3TdqVLVUaKoVJ8plm6g=,4,26,female,9,20050529,20170825
6257,14684,MQootlWqw8nnEzLWvF0onHCNv8wg6VoFFD8ZnL32BDI=,6,26,female,9,20070924,20170930
6259,14687,q6SSiylWD+/ilhCzjQeZcf++tfO3UNAOVBJ6zgOA6Vk=,14,27,male,9,20161007,20171009
6261,14695,HDh7R6A3y4tYekSYjTTQdTF+5XF9eQ06g1ohCrLjwOo=,13,28,male,7,20130831,20170922
6262,14697,JxlCsg8TEG4h74hlnKp+Y5EJPulajFahQKUmkc6OBsw=,6,20,male,3,20131003,20170916
6263,14698,HPW/HGmulBInhOCy0luRlVpSglFVP7fjZe3/3MMR5Fo=,22,24,female,9,20100930,20170727
6265,14703,vuV5zSQl//A0fHcHWKbkAxeKQM7qNoQKuE7fSmDtGiY=,5,23,male,3,20120512,20171019
6266,14704,cw6lgmQ5RS1IsT1LsLFh/6+lJGwXXBEz3dLUYeUxkcY=,13,25,female,9,20111122,20171226
6267,14706,f3gsvu7FZ/0fd9QUg23dwxyv0dJEGHgJWV+iL7sYlgI=,13,25,female,3,20160618,20170920
6268,14708,kFMBWlGFW46PcQkdOrS7gycVOYHFCcVQ0j+oaQjAlBw=,22,24,male,3,20150908,20170710
6269,14709,6sd3opSXOJe0ZGAzbcdNb0YYSorjjifGDsc3FZhzMt0=,3,27,male,9,20060211,20171007
6271,14713,H/MB+uttGlGIMr7qru4HYG4dVbh0e1mBuoryBOKz/RU=,1,25,male,3,20161214,20170928
6280,14736,1aCQgMyGW5XyBY5hE37rr1RusA/4ZX694AickdEKE3s=,6,18,male,3,20150807,20170704
6283,14749,oN1sM41KDieboub3pF27KA29IKKENG7zA/aFTm1UFqg=,1,27,male,7,20110305,20170914
6286,14753,3s/sckdqVAVV3CO/yYc1UfuYp/voWjutmF/b7HbUOGo=,6,27,male,7,20170218,20170917
6289,14761,rMTngcaiaCM2UfKNvtieJXJ/Db4oxTqGu0t6lZcSDgc=,13,22,male,9,20140916,20170906
6290,14764,TgrfaI5fxe2nPC6axLYp48Ht3YosHcKwZpCAA0rL1FQ=,15,27,male,9,20140219,20170922
6291,14765,dkSVT5xbY0iOtCzaC/WJHmVoxkAVfYo3j55cZ72ZPrI=,13,21,female,9,20121118,20170930
6293,14768,4ISfhQAQXsCjoH9AGp57hmHaJPut0t2RCxWdzSXs1FM=,3,23,male,9,20091119,20170918
6295,14770,VxiGY6bHoP2kwfqdPWNxYyjHUnZjUQshMSiKhDet7g0=,5,18,male,9,20140307,20170908
6296,14771,eE68QNYKLthYauSY7YYw8kKvOGKWjfK/k8BGO3BG5wQ=,15,22,female,9,20060703,20171007
6298,14778,D9v+GmRLX0u1xA+a6U4wzRUYuX3HuE4OAys6KhAEqXs=,1,18,male,3,20161031,20170202
6299,14781,fRPm4dHXtVtj/esG20Dz76cXIkZTfLHjTygMrAef3UA=,4,22,male,4,20161031,20170910
6300,14782,3U6MCMs9VrGL/RijpY7TGygNi0jFjf7famD+tKgqosY=,18,19,female,4,20160830,20170613
6301,14785,ov6u6HMtmaVUOaWUmKc4ZlGZ2Ujx8H/XsOPpgnsBaqI=,5,18,female,4,20161016,20161123
6303,14789,LyJOsaq6DMGxOj0Bv5+DG6La9Axj9BMnEPrpTNe/JEM=,22,27,male,9,20080630,20170919
6304,14799,d9Hm0HZ5SQ09qf97MhuzU8vC67n8gfVJ8yQLuK7X1/M=,13,24,male,4,20160808,20180308
6306,14809,HmOHozUwHTKgL1rbD/bIPEs81rfozTUWyu6JOEQySDQ=,18,27,female,9,20050719,20171005
6307,14810,Tl70TJQW3GmLWy5J9h9uozLrQ85m9MOUHuSDEtOwOhA=,13,26,female,3,20161024,20171001
6309,14812,IR0xNHKsHQRhgyue+nVbKgt7xYP3FHK6X8G5nbrq/us=,9,28,male,9,20101031,20170908
6312,14815,FkmTDerx4bhOaDM6sBvPJ+rcy1eRrn0bNjVd3wV2pvY=,15,27,male,9,20080316,20170915
6313,14818,2geOaaZ5zaH8KJP1OsWsbTZkefFbA0RY7ZiMxGIfW8o=,5,18,male,3,20161203,20161206
6315,14821,2fCaFUNCQAD0NDCNYOYx2PpuhDC0eozNLW/ntqpUQxU=,14,22,female,3,20130110,20170612
6316,14824,dR2RIoqv6xr+oR4oAPr10M6h+UJZlwKfo6m918btiPI=,13,26,female,9,20110523,20171228
6319,14828,lCWW9HC5/r9BaHepwG4d5hMaAIfN5+mfmbw9ax7WGac=,22,28,female,3,20131201,20161002
6320,14831,A57UIzStjkdPwdLgAbL1k5WYsgfJnPta1GZ6i1GWjmk=,10,24,male,3,20130308,20170711
6321,14832,47ifzKdp+HJFsObqjR9vh9japOD8trabYmszXpirLyE=,15,22,male,3,20140827,20171027
6322,14833,rOxtZSNib5+XfVAMHHh1jhBa/qZk4BxPlhR+uVmyCe0=,13,25,female,3,20120613,20170930
6323,14835,koa1j1yZ2u+z97poR+uSG8EZVGpUG5YWAW6poBTQp20=,13,21,female,9,20120603,20170921
6324,14837,HyT5tHHKikr8vHL2zvoHgNNZWVcNYssCJfGeQEMmVPA=,4,18,male,3,20140706,20171001
6325,14842,Onp/r3B/veVIcFgd/qddSGV9J9++64a0wRkB9A15OQ4=,13,18,female,9,20110601,20170929
6326,14843,tvbZBWZacZINC1iB9a2uiMYhMpwMztdMZL2btD8ETnI=,18,21,female,3,20140219,20170910
